('0', 'null'),
('22722', 'Bellows'),
('22723', 'Chimney'),
('22724', 'Chimney pipe'),
('22725', 'Anvil'),
('22726', 'Sandpit'),
('22727', 'Chimney'),
('22728', 'Wire machine'),
('22729', 'Wire machine'),
('22730', 'Wire'),
('22731', 'Wire'),
('22732', 'Cogs'),
('22733', 'Smoke'),
('22734', 'Moths'),
('22735', 'Zapper'),
('22736', 'Zapper'),
('22737', 'Zapper'),
('22738', 'Lamppost'),
('22739', 'Lamppost'),
('22740', 'Lamppost'),
('22741', 'Lamppost'),
('22742', 'Lamppost'),
('22743', 'Lamppost'),
('22744', 'Lamppost'),
('22745', 'Lamppost'),
('22746', 'Lamppost'),
('22747', 'Lamppost'),
('22748', 'Lamppost'),
('22749', 'Lamppost'),
('22750', 'Cable'),
('22751', 'Cable'),
('22752', 'Cable'),
('22753', 'Cable'),
('22754', 'Cable'),
('22755', 'Cable'),
('22756', 'Cable'),
('22757', 'Cable'),
('22758', 'Cable'),
('22759', 'Cable'),
('22760', 'Lamp'),
('22761', 'Lamp'),
('22762', 'Lamp'),
('22763', 'Empty lamp'),
('22764', 'Lamp'),
('22765', 'Market stall'),
('22766', 'Market stall'),
('22767', 'Market stall'),
('22768', 'Market stall'),
('22769', 'Market stall'),
('22770', 'Market stall'),
('22771', 'Market stall'),
('22772', 'Lamp stall'),
('22773', 'Lamp still'),
('22774', 'Armour stall'),
('22775', 'Barrier'),
('22776', 'Barrier'),
('22777', 'null'),
('22778', 'Gate'),
('22779', 'Gate'),
('22780', 'null'),
('22781', 'Toy range'),
('22782', 'Toy sink'),
('22783', 'Toy table'),
('22784', 'Play blocks'),
('22785', 'Play blocks'),
('22786', 'Play blocks'),
('22787', 'Crib'),
('22788', 'Chalk patterns'),
('22789', 'Chalk patterns'),
('22790', 'Chalk patterns'),
('22791', 'Chalk patterns'),
('22792', 'Chalk patterns'),
('22793', 'Chalk patterns'),
('22794', 'Shape puzzle'),
('22795', 'Shape puzzle'),
('22796', 'Mushrooms'),
('22797', 'Mushrooms'),
('22798', 'Mushrooms'),
('22799', 'Mushrooms'),
('22800', 'Mushrooms'),
('22801', 'Mushrooms'),
('22802', 'Mushrooms'),
('22803', 'Mushrooms'),
('22804', 'Fern'),
('22805', 'Fern'),
('22806', 'Fern'),
('22807', 'Fern'),
('22808', 'Flowering fern'),
('22809', 'Flowering fern'),
('22810', 'Box'),
('22811', 'Counter'),
('22812', 'Bone rack'),
('22813', 'Bone rack'),
('22814', 'Bone rack'),
('22815', 'Bone rack'),
('22816', 'Bone rack'),
('22817', 'Bone rack'),
('22818', 'Bone rack'),
('22819', 'Bank booth'),
('22820', 'Desk'),
('22821', 'Desk'),
('22822', 'Bank safe'),
('22823', 'Thingymajig'),
('22824', 'Oojimaflip'),
('22825', 'Plinth'),
('22826', 'Magic ball'),
('22827', 'Workbench'),
('22828', 'Beetle'),
('22829', 'Frog'),
('22830', 'Table'),
('22831', 'Table'),
('22832', 'Table'),
('22833', 'Shelf'),
('22834', 'Shelf'),
('22835', 'Fungus seat'),
('22836', 'Moth'),
('22837', 'null'),
('22838', 'null'),
('22839', 'null'),
('22840', 'null'),
('22841', 'Bust'),
('22842', 'Bust'),
('22843', 'Chair'),
('22844', 'Table'),
('22845', 'Table'),
('22846', 'Table'),
('22847', 'Table'),
('22848', 'Table'),
('22849', 'Table'),
('22850', 'null'),
('22851', 'null'),
('22852', 'null'),
('22853', 'null'),
('22854', 'null'),
('22855', 'Bookshelf'),
('22856', 'Fungus doormat'),
('22857', 'Fungus doormat'),
('22858', 'Fungus doormat'),
('22859', 'Crates'),
('22860', 'Crate'),
('22861', 'null'),
('22862', 'Water'),
('22863', 'Water'),
('22864', 'Water'),
('22865', 'Water'),
('22866', 'null'),
('22867', 'null'),
('22868', 'null'),
('22869', 'null'),
('22870', 'null'),
('22871', 'null'),
('22872', 'null'),
('22873', 'null'),
('22874', 'null'),
('22875', 'null'),
('22876', 'null'),
('22877', 'null'),
('22878', 'null'),
('22879', 'null'),
('22880', 'null'),
('22881', 'null'),
('22882', 'null'),
('22883', 'null'),
('22884', 'null'),
('22885', 'null'),
('22886', 'null'),
('22887', 'null'),
('22888', 'null'),
('22889', 'null'),
('22890', 'null'),
('22891', 'null'),
('22892', 'null'),
('22893', 'null'),
('22894', 'null'),
('22895', 'null'),
('22896', 'null'),
('22897', 'null'),
('22898', 'null'),
('22899', 'null'),
('22900', 'null'),
('22901', 'null'),
('22902', 'null'),
('22903', 'null'),
('22904', 'null'),
('22905', 'null'),
('22906', 'null'),
('22907', 'null'),
('22908', 'null'),
('22909', 'null'),
('22910', 'null'),
('22911', 'null'),
('22912', 'null'),
('22913', 'Door'),
('22914', 'Door'),
('22915', 'null'),
('22916', 'null'),
('22917', 'null'),
('22918', 'null'),
('22919', 'null'),
('22920', 'Door'),
('22921', 'Door'),
('22922', 'null'),
('22923', 'null'),
('22924', 'null'),
('22925', 'null'),
('22926', 'null'),
('22927', 'null'),
('22928', 'null'),
('22929', 'null'),
('22930', 'null'),
('22931', 'Stairs'),
('22932', 'Stairs'),
('22933', 'Stairs'),
('22934', 'Ladder'),
('22935', 'Ladder'),
('22936', 'Ladder'),
('22937', 'Stairs'),
('22938', 'Stairs'),
('22939', 'Stairs'),
('22940', 'Stairs'),
('22941', 'Stairs'),
('22942', 'Stairs'),
('22943', 'Stairs'),
('22944', 'null'),
('22945', 'Bone door'),
('22946', 'null'),
('22947', 'null'),
('22948', 'null'),
('22949', 'null'),
('22950', 'null'),
('22951', 'null'),
('22952', 'null'),
('22953', 'null'),
('22954', 'null'),
('22955', 'null'),
('22956', 'null'),
('22957', 'null'),
('22958', 'null'),
('22959', 'null'),
('22960', 'null'),
('22961', 'null'),
('22962', 'null'),
('22963', 'null'),
('22964', 'null'),
('22965', 'null'),
('22966', 'null'),
('22967', 'null'),
('22968', 'null'),
('22969', 'null'),
('22970', 'null'),
('22971', 'null'),
('22972', 'null'),
('22973', 'Fountain'),
('22974', 'Frog spit'),
('22975', 'Smoke'),
('22976', 'Lamp'),
('22977', 'Broken lamp'),
('22978', 'null'),
('22979', 'null'),
('22980', 'null'),
('22981', 'null'),
('22982', 'null'),
('22983', 'null'),
('22984', 'null'),
('22985', 'null'),
('22986', 'null'),
('22987', 'null'),
('22988', 'null'),
('22989', 'null'),
('22990', 'null'),
('22991', 'null'),
('22992', 'null'),
('22993', 'null'),
('22994', 'null'),
('22995', 'null'),
('22996', 'null'),
('22997', 'null'),
('22998', 'null'),
('22999', 'null'),
('23000', 'null'),
('23001', 'null'),
('23002', 'null'),
('23003', 'null'),
('23004', 'null'),
('23005', 'null'),
('23006', 'null'),
('23007', 'null'),
('23008', 'null'),
('23009', 'null'),
('23010', 'null'),
('23011', 'null'),
('23012', 'null'),
('23013', 'null'),
('23014', 'null'),
('23015', 'null'),
('23016', 'null'),
('23017', 'null'),
('23018', 'null'),
('23019', 'null'),
('23020', 'null'),
('23021', 'null'),
('23022', 'null'),
('23023', 'null'),
('23024', 'null'),
('23025', 'null'),
('23026', 'null'),
('23027', 'null'),
('23028', 'null'),
('23029', 'null'),
('23030', 'null'),
('23031', 'null'),
('23032', 'null'),
('23033', 'null'),
('23034', 'null'),
('23035', 'null'),
('23036', 'null'),
('23037', 'null'),
('23038', 'null'),
('23039', 'null'),
('23040', 'null'),
('23041', 'null'),
('23042', 'Tools'),
('23043', 'Tools'),
('23044', 'Metal'),
('23045', 'Tools'),
('23046', 'Fire'),
('23047', 'Fairy ring'),
('23048', 'null'),
('23049', 'null'),
('23050', 'null'),
('23051', 'null'),
('23052', 'Doorway'),
('23053', 'null'),
('23054', 'Tree stump'),
('23055', 'Broken cart'),
('23056', 'Door'),
('23057', 'Statue'),
('23058', 'Open statue'),
('23059', 'Statue'),
('23060', 'Statue'),
('23061', 'Tent'),
('23062', 'Tent'),
('23063', 'Camp fire'),
('23064', 'Locker'),
('23065', 'Stool'),
('23066', 'Small table'),
('23067', 'Bed'),
('23068', 'null'),
('23069', 'null'),
('23070', 'null'),
('23071', 'null'),
('23072', 'null'),
('23073', 'null'),
('23074', 'Stairs'),
('23075', 'null'),
('23076', 'null'),
('23077', 'null'),
('23078', 'null'),
('23079', 'null'),
('23080', 'null'),
('23081', 'null'),
('23082', 'null'),
('23083', 'null'),
('23084', 'null'),
('23085', 'null'),
('23086', 'null'),
('23087', 'null'),
('23088', 'null'),
('23089', 'null'),
('23090', 'null'),
('23091', 'Bookcase'),
('23092', 'Bookcase'),
('23093', 'Portal'),
('23094', 'Floor'),
('23095', 'Portal'),
('23096', 'null'),
('23097', 'null'),
('23098', 'null'),
('23099', 'null'),
('23100', 'null'),
('23101', 'null'),
('23102', 'Bookcase'),
('23103', 'null'),
('23104', 'null'),
('23105', 'null'),
('23106', 'null'),
('23107', 'null'),
('23108', 'null'),
('23109', 'Bench'),
('23110', 'null'),
('23111', 'null'),
('23112', 'Hole'),
('23113', 'Pile of eggs'),
('23114', 'Pile of eggs'),
('23115', 'Pile of eggs'),
('23116', 'Pile of eggs'),
('23117', 'Rabbit hole'),
('23118', 'Warren exit'),
('23119', 'Door'),
('23120', 'Door'),
('23121', 'null'),
('23122', 'null'),
('23123', 'Kebbit chute'),
('23124', 'null'),
('23125', 'null'),
('23126', 'null'),
('23127', 'null'),
('23128', 'null'),
('23129', 'null'),
('23130', 'null'),
('23131', 'null'),
('23132', 'null'),
('23133', 'null'),
('23134', 'null'),
('23135', 'Fence'),
('23136', 'null'),
('23137', 'Hedge'),
('23138', 'Hedge'),
('23139', 'Hedge'),
('23140', 'null'),
('23141', 'null'),
('23142', 'null'),
('23143', 'null'),
('23144', 'Crate'),
('23145', 'null'),
('23146', 'null'),
('23147', 'null'),
('23148', 'null'),
('23149', 'null'),
('23150', 'null'),
('23151', 'null'),
('23152', 'null'),
('23153', 'null'),
('23154', 'null'),
('23155', 'Wall'),
('23156', 'Picture wall'),
('23157', 'Cave'),
('23158', 'Cave'),
('23159', 'null'),
('23160', 'null'),
('23161', 'null'),
('23162', 'null'),
('23163', 'Boulders'),
('23164', 'Boulders'),
('23165', 'Rock'),
('23166', 'Cave entrance'),
('23167', 'Cave entrance'),
('23168', 'Cave'),
('23169', 'Cave'),
('23170', 'Cave'),
('23171', 'Cave'),
('23172', 'Drip'),
('23173', 'Drips'),
('23174', 'Camping gear'),
('23175', 'Camping fire'),
('23176', 'Sleeping bag'),
('23177', 'Table'),
('23178', 'Stool'),
('23179', 'Stool'),
('23180', 'Barrel'),
('23181', 'Barrel'),
('23182', 'Barrel'),
('23183', 'Barrel'),
('23184', 'Barrel'),
('23185', 'Wreck'),
('23186', 'Wreck'),
('23187', 'Wreck'),
('23188', 'Wreck'),
('23189', 'Wreck'),
('23190', 'null'),
('23191', 'null'),
('23192', 'null'),
('23193', 'null'),
('23194', 'null'),
('23195', 'null'),
('23196', 'null'),
('23197', 'Gravestone'),
('23198', 'null'),
('23199', 'null'),
('23200', 'null'),
('23201', 'null'),
('23202', 'null'),
('23203', 'null'),
('23204', 'null'),
('23205', 'null'),
('23206', 'null'),
('23207', 'null'),
('23208', 'null'),
('23209', 'null'),
('23210', 'null'),
('23211', 'null'),
('23212', 'null'),
('23213', 'Walkway'),
('23214', 'Walkway'),
('23215', 'null'),
('23216', 'Gate'),
('23217', 'Gate'),
('23218', 'null'),
('23219', 'null'),
('23220', 'null'),
('23221', 'null'),
('23222', 'null'),
('23223', 'null'),
('23224', 'null'),
('23225', 'null'),
('23226', 'null'),
('23227', 'null'),
('23228', 'null'),
('23229', 'null'),
('23230', 'Wreck'),
('23231', 'Wreck'),
('23232', 'Wreck'),
('23233', 'Wreck'),
('23234', 'Wreck'),
('23235', 'Wreck'),
('23236', 'Wreck'),
('23237', 'Wreck'),
('23238', 'Wreck'),
('23239', 'Wreck'),
('23240', 'Wreck'),
('23241', 'Wreck'),
('23242', 'Wreck'),
('23243', 'Wreck'),
('23244', 'Wreck'),
('23245', 'Wreck'),
('23246', 'Wreck'),
('23247', 'Wreck'),
('23248', 'Wreck'),
('23249', 'Wreck'),
('23250', 'Wreck'),
('23251', 'Wreck'),
('23252', 'Wreck'),
('23253', 'Wreck'),
('23254', 'Wreck'),
('23255', 'Wreck'),
('23256', 'Wreck'),
('23257', 'null'),
('23258', 'null'),
('23259', 'null'),
('23260', 'null'),
('23261', 'null'),
('23262', 'null'),
('23263', 'null'),
('23264', 'null'),
('23265', 'null'),
('23266', 'null'),
('23267', 'null'),
('23268', 'null'),
('23269', 'null'),
('23270', 'null'),
('23271', 'Wilderness Ditch'),
('23272', 'null'),
('23273', 'null'),
('23274', 'Gate'),
('23275', 'Sign'),
('23276', 'Sign'),
('23277', 'null'),
('23278', 'null'),
('23279', 'Ladder'),
('23280', 'Rocks'),
('23281', 'Rocks'),
('23282', 'null'),
('23283', 'Crate'),
('23284', 'Zanik'),
('23285', 'Doorway'),
('23286', 'Doorway'),
('23287', 'Doorway'),
('23288', 'Artefact'),
('23289', 'Hole'),
('23290', 'null'),
('23291', 'Artefact'),
('23292', 'Hole'),
('23293', 'null'),
('23294', 'Artefact'),
('23295', 'Hole'),
('23296', 'null'),
('23297', 'Artefact'),
('23298', 'Hole'),
('23299', 'Artefact'),
('23300', 'Hole'),
('23301', 'null'),
('23302', 'Artefact'),
('23303', 'Hole'),
('23304', 'null'),
('23305', 'Specimen table'),
('23306', 'Goblin crowd'),
('23307', 'Goblin crowd'),
('23308', 'Goblin crowd'),
('23309', 'Goblin crowd'),
('23310', 'Goblin crowd'),
('23311', 'Goblin crowd'),
('23312', 'Goblin crowd'),
('23313', 'Goblin crowd'),
('23314', 'Goblin crowd'),
('23315', 'Crowd of dwarves'),
('23316', 'Crowd of dwarves'),
('23317', 'Crowd of dwarves'),
('23318', 'Council members'),
('23319', 'Cave gobins'),
('23320', 'null'),
('23321', 'null'),
('23322', 'null'),
('23323', 'null'),
('23324', 'null'),
('23325', 'null'),
('23326', 'null'),
('23327', 'null'),
('23328', 'null'),
('23329', 'null'),
('23330', 'null'),
('23331', 'null'),
('23332', 'null'),
('23333', 'null'),
('23334', 'null'),
('23335', 'null'),
('23336', 'null'),
('23337', 'null'),
('23338', 'Door'),
('23339', 'Door'),
('23340', 'Large door'),
('23341', 'Large door'),
('23342', 'Large door'),
('23343', 'Large door'),
('23344', 'null'),
('23345', 'null'),
('23346', 'null'),
('23347', 'null'),
('23348', 'Wall'),
('23349', 'Wall'),
('23350', 'Wall'),
('23351', 'null'),
('23352', 'null'),
('23353', 'null'),
('23354', 'null'),
('23355', 'null'),
('23356', 'Crate'),
('23357', 'Crate'),
('23358', 'Crate'),
('23359', 'null'),
('23360', 'null'),
('23361', 'null'),
('23362', 'null'),
('23363', 'null'),
('23364', 'null'),
('23365', 'null'),
('23366', 'Barrel'),
('23367', 'null'),
('23368', 'null'),
('23369', 'null'),
('23370', 'null'),
('23371', 'null'),
('23372', 'null'),
('23373', 'null'),
('23374', 'null'),
('23375', 'null'),
('23376', 'Ladder'),
('23377', 'Ladder'),
('23378', 'Door'),
('23379', 'Door'),
('23380', 'null'),
('23381', 'Dead tree'),
('23382', 'null'),
('23383', 'null'),
('23384', 'null'),
('23385', 'null'),
('23386', 'null'),
('23387', 'null'),
('23388', 'null'),
('23389', 'null'),
('23390', 'null'),
('23391', 'null'),
('23392', 'null'),
('23393', 'null'),
('23394', 'null'),
('23395', 'null'),
('23396', 'null'),
('23397', 'null'),
('23398', 'null'),
('23399', 'null'),
('23400', 'null'),
('23401', 'null'),
('23402', 'null'),
('23403', 'null'),
('23404', 'null'),
('23405', 'null'),
('23406', 'null'),
('23407', 'null'),
('23408', 'null'),
('23409', 'null'),
('23410', 'null'),
('23411', 'null'),
('23412', 'null'),
('23413', 'null'),
('23414', 'null'),
('23415', 'null'),
('23416', 'null'),
('23417', 'null'),
('23418', 'null'),
('23419', 'null'),
('23420', 'null'),
('23421', 'null'),
('23422', 'null'),
('23423', 'null'),
('23424', 'null'),
('23425', 'null'),
('23426', 'null'),
('23427', 'null'),
('23428', 'null'),
('23429', 'null'),
('23430', 'null'),
('23431', 'null'),
('23432', 'null'),
('23433', 'null'),
('23434', 'null'),
('23435', 'null'),
('23436', 'null'),
('23437', 'null'),
('23438', 'null'),
('23439', 'null'),
('23440', 'null'),
('23441', 'null'),
('23442', 'null'),
('23443', 'null'),
('23444', 'null'),
('23445', 'null'),
('23446', 'null'),
('23447', 'null'),
('23448', 'null'),
('23449', 'null'),
('23450', 'null'),
('23451', 'null'),
('23452', 'null'),
('23453', 'null'),
('23454', 'null'),
('23455', 'null'),
('23456', 'null'),
('23457', 'null'),
('23458', 'null'),
('23459', 'null'),
('23460', 'null'),
('23461', 'null'),
('23462', 'null'),
('23463', 'null'),
('23464', 'null'),
('23465', 'null'),
('23466', 'null'),
('23467', 'null'),
('23468', 'null'),
('23469', 'null'),
('23470', 'null'),
('23471', 'null'),
('23472', 'null'),
('23473', 'null'),
('23474', 'null'),
('23475', 'null'),
('23476', 'null'),
('23477', 'null'),
('23478', 'null'),
('23479', 'null'),
('23480', 'null'),
('23481', 'null'),
('23482', 'null'),
('23483', 'null'),
('23484', 'null'),
('23485', 'null'),
('23486', 'null'),
('23487', 'null'),
('23488', 'null'),
('23489', 'null'),
('23490', 'null'),
('23491', 'null'),
('23492', 'null'),
('23493', 'null'),
('23494', 'null'),
('23495', 'null'),
('23496', 'null'),
('23497', 'null'),
('23498', 'null'),
('23499', 'Tunnel'),
('23500', 'Tunnel'),
('23501', 'null'),
('23502', 'null'),
('23503', 'null'),
('23504', 'Ladder'),
('23505', 'null'),
('23506', 'null'),
('23507', 'null'),
('23508', 'null'),
('23509', 'null'),
('23510', 'null'),
('23511', 'null'),
('23512', 'null'),
('23513', 'null'),
('23514', 'null'),
('23515', 'null'),
('23516', 'null'),
('23517', 'null'),
('23518', 'null'),
('23519', 'null'),
('23520', 'null'),
('23521', 'null'),
('23522', 'null'),
('23523', 'null'),
('23524', 'null'),
('23525', 'null'),
('23526', 'Sample table'),
('23527', 'Sample table'),
('23528', 'Buried artefact'),
('23529', 'Hole'),
('23530', 'Crate'),
('23531', 'Ladder'),
('23532', 'Ladder'),
('23533', 'Crate'),
('23534', 'null'),
('23535', 'null'),
('23536', 'null'),
('23537', 'null'),
('23538', 'null'),
('23539', 'null'),
('23540', 'null'),
('23541', 'null'),
('23542', 'Trawler net'),
('23543', 'Trawler net'),
('23544', 'Trawler net'),
('23545', 'Trawler net'),
('23546', 'Trawler net'),
('23547', 'null'),
('23548', 'Trawler net'),
('23549', 'Trawler net'),
('23550', 'null'),
('23551', 'Chest'),
('23552', 'Chest'),
('23553', 'null'),
('23554', 'Rocks'),
('23555', 'Rocks'),
('23556', 'Rocks'),
('23557', 'Rocks'),
('23558', 'Rocks'),
('23559', 'Rocks'),
('23560', 'Rocks'),
('23561', 'Rocks'),
('23562', 'Rocks'),
('23563', 'Rocks'),
('23564', 'Rocks'),
('23565', 'Rocks'),
('23566', 'Rocks'),
('23567', 'Rocks'),
('23568', 'Rocks'),
('23569', 'Rocks'),
('23570', 'Rocks'),
('23571', 'Rocks'),
('23572', 'null'),
('23573', 'null'),
('23574', 'null'),
('23575', 'null'),
('23576', 'null'),
('23577', 'null'),
('23578', 'null'),
('23579', 'null'),
('23580', 'null'),
('23581', 'null'),
('23582', 'null'),
('23583', 'null'),
('23584', 'Ladder'),
('23585', 'Ladder'),
('23586', 'null'),
('23587', 'null'),
('23588', 'null'),
('23589', 'null'),
('23590', 'null'),
('23591', 'Kalphite queen legs'),
('23592', 'null'),
('23593', 'null'),
('23594', 'null'),
('23595', 'null'),
('23596', 'Tunnel'),
('23597', 'null'),
('23598', 'null'),
('23599', 'null'),
('23600', 'null'),
('23601', 'null'),
('23602', 'null'),
('23603', 'null'),
('23604', 'null'),
('23605', 'null'),
('23606', 'Stalagmites'),
('23607', 'Stalagmites'),
('23608', 'null'),
('23609', 'Tunnel entrance'),
('23610', 'Tunnel entrance'),
('23611', 'Cocoon'),
('23612', 'null'),
('23613', 'null'),
('23614', 'null'),
('23615', 'A cart full of logs'),
('23616', 'Roses'),
('23617', 'null'),
('23618', 'null'),
('23619', 'null'),
('23620', 'null'),
('23621', 'null'),
('23622', 'null'),
('23623', 'null'),
('23624', 'Chair'),
('23625', 'Cadava bush'),
('23626', 'Cadava bush'),
('23627', 'Cadava bush'),
('23628', 'Redberry bush'),
('23629', 'Redberry bush'),
('23630', 'Redberry bush'),
('23631', 'Door'),
('23632', 'Stand'),
('23633', 'Newspapers'),
('23634', 'Display case'),
('23635', 'Display case'),
('23636', 'Plaque'),
('23637', 'Door'),
('23638', 'null'),
('23639', 'null'),
('23640', 'Door'),
('23641', 'null'),
('23642', 'null'),
('23643', 'null'),
('23644', 'null'),
('23645', 'null'),
('23646', 'null'),
('23647', 'null'),
('23648', 'null'),
('23649', 'null'),
('23650', 'null'),
('23651', 'null'),
('23652', 'null'),
('23653', 'null'),
('23654', 'null'),
('23655', 'null'),
('23656', 'null'),
('23657', 'null'),
('23658', 'null'),
('23659', 'null'),
('23660', 'null'),
('23661', 'null'),
('23662', 'null'),
('23663', 'null'),
('23664', 'null'),
('23665', 'null'),
('23666', 'null'),
('23667', 'null'),
('23668', 'null'),
('23669', 'null'),
('23670', 'null'),
('23671', 'null'),
('23672', 'null'),
('23673', 'null'),
('23674', 'null'),
('23675', 'null'),
('23676', 'null'),
('23677', 'null'),
('23678', 'null'),
('23679', 'null'),
('23680', 'null'),
('23681', 'null'),
('23682', 'null'),
('23683', 'null'),
('23684', 'null'),
('23685', 'null'),
('23686', 'null'),
('23687', 'null'),
('23688', 'null'),
('23689', 'null'),
('23690', 'null'),
('23691', 'null'),
('23692', 'null'),
('23693', 'null'),
('23694', 'null'),
('23695', 'null'),
('23696', 'null'),
('23697', 'null'),
('23698', 'null'),
('23699', 'null'),
('23700', 'null'),
('23701', 'null'),
('23702', 'null'),
('23703', 'null'),
('23704', 'null'),
('23705', 'null'),
('23706', 'null'),
('23707', 'null'),
('23708', 'null'),
('23709', 'null'),
('23710', 'null'),
('23711', 'null'),
('23712', 'null'),
('23713', 'null'),
('23714', 'null'),
('23715', 'null'),
('23716', 'null'),
('23717', 'null'),
('23718', 'null'),
('23719', 'null'),
('23720', 'null'),
('23721', 'null'),
('23722', 'null'),
('23723', 'null'),
('23724', 'null'),
('23725', 'null'),
('23726', 'null'),
('23727', 'null'),
('23728', 'null'),
('23729', 'null'),
('23730', 'null'),
('23731', 'Door'),
('23732', 'null'),
('23733', 'null'),
('23734', 'null'),
('23735', 'null'),
('23736', 'null'),
('23737', 'null'),
('23738', 'null'),
('23739', 'null'),
('23740', 'null'),
('23741', 'null'),
('23742', 'null'),
('23743', 'null'),
('23744', 'null'),
('23745', 'null'),
('23746', 'null'),
('23747', 'null'),
('23748', 'null'),
('23749', 'null'),
('23750', 'null'),
('23751', 'null'),
('23752', 'null'),
('23753', 'null'),
('23754', 'null'),
('23755', 'null'),
('23756', 'null'),
('23757', 'null'),
('23758', 'null'),
('23759', 'null'),
('23760', 'null'),
('23761', 'null'),
('23762', 'null'),
('23763', 'null'),
('23764', 'null'),
('23765', 'null'),
('23766', 'null'),
('23767', 'null'),
('23768', 'null'),
('23769', 'null'),
('23770', 'null'),
('23771', 'null'),
('23772', 'null'),
('23773', 'null'),
('23774', 'null'),
('23775', 'null'),
('23776', 'null'),
('23777', 'null'),
('23778', 'null'),
('23779', 'null'),
('23780', 'null'),
('23781', 'null'),
('23782', 'null'),
('23783', 'null'),
('23784', 'null'),
('23785', 'null'),
('23786', 'null'),
('23787', 'null'),
('23788', 'null'),
('23789', 'null'),
('23790', 'null'),
('23791', 'null'),
('23792', 'null'),
('23793', 'null'),
('23794', 'null'),
('23795', 'null'),
('23796', 'null'),
('23797', 'null'),
('23798', 'null'),
('23799', 'null'),
('23800', 'null'),
('23801', 'null'),
('23802', 'null'),
('23803', 'null'),
('23804', 'null'),
('23805', 'null'),
('23806', 'null'),
('23807', 'null'),
('23808', 'null'),
('23809', 'null'),
('23810', 'null'),
('23811', 'null'),
('23812', 'null'),
('23813', 'null'),
('23814', 'null'),
('23815', 'null'),
('23816', 'null'),
('23817', 'null'),
('23818', 'null'),
('23819', 'null'),
('23820', 'null'),
('23821', 'null'),
('23822', 'null'),
('23823', 'null'),
('23824', 'null'),
('23825', 'null'),
('23826', 'null'),
('23827', 'null'),
('23828', 'null'),
('23829', 'null'),
('23830', 'null'),
('23831', 'null'),
('23832', 'null'),
('23833', 'null'),
('23834', 'null'),
('23835', 'null'),
('23836', 'null'),
('23837', 'null'),
('23838', 'null'),
('23839', 'null'),
('23840', 'null'),
('23841', 'null'),
('23842', 'null'),
('23843', 'null'),
('23844', 'null'),
('23845', 'null'),
('23846', 'null'),
('23847', 'null'),
('23848', 'null'),
('23849', 'null'),
('23850', 'null'),
('23851', 'null'),
('23852', 'null'),
('23853', 'null'),
('23854', 'null'),
('23855', 'null'),
('23856', 'null'),
('23857', 'null'),
('23858', 'null'),
('23859', 'null'),
('23860', 'null'),
('23861', 'null'),
('23862', 'null'),
('23863', 'null'),
('23864', 'null'),
('23865', 'null'),
('23866', 'null'),
('23867', 'null'),
('23868', 'null'),
('23869', 'null'),
('23870', 'null'),
('23871', 'null'),
('23872', 'null'),
('23873', 'null'),
('23874', 'null'),
('23875', 'null'),
('23876', 'null'),
('23877', 'null'),
('23878', 'null'),
('23879', 'null'),
('23880', 'null'),
('23881', 'null'),
('23882', 'null'),
('23883', 'null'),
('23884', 'null'),
('23885', 'null'),
('23886', 'null'),
('23887', 'null'),
('23888', 'null'),
('23889', 'null'),
('23890', 'null'),
('23891', 'null'),
('23892', 'null'),
('23893', 'null'),
('23894', 'null'),
('23895', 'null'),
('23896', 'null'),
('23897', 'null'),
('23898', 'null'),
('23899', 'null'),
('23900', 'null'),
('23901', 'null'),
('23902', 'null'),
('23903', 'null'),
('23904', 'null'),
('23905', 'null'),
('23906', 'null'),
('23907', 'null'),
('23908', 'null'),
('23909', 'null'),
('23910', 'null'),
('23911', 'null'),
('23912', 'null'),
('23913', 'null'),
('23914', 'null'),
('23915', 'null'),
('23916', 'null'),
('23917', 'Gate'),
('23918', 'Gate'),
('23919', 'Gate'),
('23920', 'Pump and drain'),
('23921', 'Dummy'),
('23922', 'null'),
('23923', 'null'),
('23924', 'Leaflets'),
('23925', 'Chest'),
('23926', 'Chest'),
('23927', 'null'),
('23928', 'Bank table'),
('23929', 'Gold'),
('23930', 'Statue'),
('23931', 'null'),
('23932', 'null'),
('23933', 'Chandelier'),
('23934', 'null'),
('23935', 'null'),
('23936', 'null'),
('23937', 'null'),
('23938', 'null'),
('23939', 'Safe'),
('23940', 'Rack'),
('23941', 'Barrel'),
('23942', 'Table'),
('23943', 'Barrel'),
('23944', 'Rack'),
('23945', 'null'),
('23946', 'null'),
('23947', 'Bellows'),
('23948', 'null'),
('23949', 'null'),
('23950', 'null'),
('23951', 'Metal pieces'),
('23952', 'null'),
('23953', 'null'),
('23954', 'null'),
('23955', 'Chimney'),
('23956', 'null'),
('23957', 'null'),
('23958', 'null'),
('23959', 'null'),
('23960', 'Workbench'),
('23961', 'Lathe'),
('23962', 'Drill'),
('23963', 'Hearth'),
('23964', 'Mould'),
('23965', 'Poster'),
('23966', 'null'),
('23967', 'Sign'),
('23968', 'Sign'),
('23969', 'Sign'),
('23970', 'Sign'),
('23971', 'null'),
('23972', 'Sign'),
('23973', 'null'),
('23974', 'Sign'),
('23975', 'null'),
('23976', 'null'),
('23977', 'Sign'),
('23978', 'Sign'),
('23979', 'null'),
('23980', 'Sign'),
('23981', 'null'),
('23982', 'Sign'),
('23983', 'Market stall'),
('23984', 'Market stall'),
('23985', 'Market stall'),
('23986', 'Market stall'),
